filename,label,label_name,error_type,error_explanation
ID33V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID33V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID33V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID34V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID34V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID34V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID34V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID35V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID35V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID35V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID35V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID36V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID36V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID36V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID36V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID37V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID37V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID37V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID37V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID38V4.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID38V5.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID38V7.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID38V8.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID39V4.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID39V5.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID39V7.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID39V8.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID40V4.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID40V5.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID40V7.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID40V8.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID41V4.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID41V5.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID41V7.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID41V8.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID42V4.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID42V5.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID42V7.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID42V8.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID43V4.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID43V5.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID43V7.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID43V8.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID44V4.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID44V5.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID44V7.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID44V8.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID45V4.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID45V5.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID45V7.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID45V8.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID46V4.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID46V5.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID46V7.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID46V8.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID47V4.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID47V5.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID47V7.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID47V8.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID48V4.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID48V5.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID48V7.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID48V8.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID49V4.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID49V5.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID49V7.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID49V8.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID50V4.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID50V5.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID50V7.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID50V8.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID51V4.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID51V5.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID51V7.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID51V8.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID52V4.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID52V5.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID52V7.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID52V8.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID53V4.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID53V5.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID53V7.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID53V8.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID54V4.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID54V5.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID54V7.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID54V8.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID55V4.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID55V5.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID55V8.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID56V4.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID56V5.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID56V7.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID56V8.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID57V4.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID57V5.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID57V7.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID57V8.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID58V4.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID58V5.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID58V7.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID58V8.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID59V4.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID59V5.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID59V7.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID59V8.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID60V4.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID60V5.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID60V7.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID60V8.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID61V4.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID61V5.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID61V7.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID61V8.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID62V4.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID62V5.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID62V7.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID62V8.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID63V4.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID63V5.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID63V7.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID63V8.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID64V4.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID64V5.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID64V7.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID64V8.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID65V4.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID65V5.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID65V7.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID65V8.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID66V4.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID66V5.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID66V7.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID66V8.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID67V4.wav,1,error,ghunnah,Dengung nya kurang jelas dan mad ngga konsisten.
ID67V5.wav,1,error,ghunnah,Dengung nya kurang jelas dan mad ngga konsisten.
ID67V7.wav,1,error,ghunnah,Dengung nya kurang jelas dan mad ngga konsisten.
ID67V8.wav,1,error,ghunnah,Dengung nya kurang jelas dan mad ngga konsisten.
ID68V4.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID68V5.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID68V7.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID68V8.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID69V4.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID69V5.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID69V7.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID69V8.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID70V4.wav,1,error,ghunnah,Diperbaiki agar ghunnah sesuai dengan kaidah.
ID70V5.wav,1,error,ghunnah,Diperbaiki agar ghunnah sesuai dengan kaidah.
ID70V7.wav,1,error,ghunnah,Diperbaiki agar ghunnah sesuai dengan kaidah.
ID70V8.wav,1,error,ghunnah,Diperbaiki agar ghunnah sesuai dengan kaidah.
ID71V4.wav,1,error,ghunnah,Perhatikan dengungan ghunnah agar lebih tepat.
ID71V5.wav,1,error,ghunnah,Perhatikan dengungan ghunnah agar lebih tepat.
ID71V7.wav,1,error,ghunnah,Perhatikan dengungan ghunnah agar lebih tepat.
ID71V8.wav,1,error,ghunnah,Perhatikan dengungan ghunnah agar lebih tepat.
ID72V4.wav,0,correct,null,Dengungan ghunnah sudah tepat
ID72V5.wav,0,correct,null,Dengungan ghunnah sudah tepat
ID72V7.wav,0,correct,null,Dengungan ghunnah sudah tepat
ID72V8.wav,0,correct,null,Dengungan ghunnah sudah tepat
ID73V4.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID73V5.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID74V4.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID74V5.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID74V7.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID74V8.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID75V4.wav,1,error,ghunnah,Diperbaiki agar ghunnah sesuai dengan kaidah.
ID75V5.wav,1,error,ghunnah,Diperbaiki agar ghunnah sesuai dengan kaidah.
ID75V7.wav,1,error,ghunnah,Diperbaiki agar ghunnah sesuai dengan kaidah.
ID75V8.wav,1,error,ghunnah,Diperbaiki agar ghunnah sesuai dengan kaidah.
ID76V4.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID76V5.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID76V7.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID76V8.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID77V4.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID77V5.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID77V7.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID77V8.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID78V4.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID78V5.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID78V7.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID78V8.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID79V4.wav,1,error,ghunnah,Ada kesalahan dalam pengucapan ghunnah.
ID79V5.wav,1,error,ghunnah,Ada kesalahan dalam pengucapan ghunnah.
ID79V7.wav,1,error,ghunnah,Ada kesalahan dalam pengucapan ghunnah.
ID79V8.wav,1,error,ghunnah,Ada kesalahan dalam pengucapan ghunnah.
ID80V4.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID80V5.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID80V7.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID80V8.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID81V4.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID81V5.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID81V7.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID81V8.wav,0,correct,null,Pengucapan ghunnah sudah sesuai dengan kaidah.
ID82V4.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID82V5.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID82V7.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID82V8.wav,1,error,ghunnah,Perlu latihan agar bacaan ghunnah lebih baik.
ID83V4.wav,1,error,ghunnah,Diperbaiki agar ghunnah sesuai dengan kaidah.
ID83V5.wav,1,error,ghunnah,Diperbaiki agar ghunnah sesuai dengan kaidah.
ID83V7.wav,1,error,ghunnah,Diperbaiki agar ghunnah sesuai dengan kaidah.
ID83V8.wav,1,error,ghunnah,Diperbaiki agar ghunnah sesuai dengan kaidah.
ID84V4.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID84V5.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID84V7.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID84V8.wav,0,correct,null,Ghunnah sudah terdengar jelas.
ID85V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID85V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID85V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID85V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID86V4.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID86V5.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID86V7.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID86V8.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID87V4.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID87V5.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID87V7.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID87V8.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID88V4.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID88V5.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID88V7.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID88V8.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID89V4.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID89V5.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID89V7.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID89V8.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID90V4.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID90V5.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID90V7.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID90V8.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID91V4.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID91V5.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID91V7.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID91V8.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID92V4.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID92V5.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID92V7.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID92V8.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID93V4.wav,0,correct,null,Dengungan ghunnah sudah tepat.
